"IdAlumno","PeriodoAcad","Genero","PrepaPrivada","PromedioAcum"
"A64221","AD06","M","Publica",91.084
"A64224","AD06","F","Publica",84.125
"A64227","AD06","F","Publica",90.29
"A64228","AD06","M","Publica",88.593
"A64230","AD06","M","Publica",67.488
"A64231","AD06","M","Publica",94.475
"A64232","AD06","M","Publica",81.854
"A64233","AD06","M","Publica",76.672
"A64235","AD06","M","Publica",88.761
"A64237","AD06","F","Publica",84.807
"A64239","AD06","F","Publica",95.229
"A64250","AD06","F","Publica",87.719
"A64252","AD06","F","Publica",81.569
"A64253","AD06","F","Publica",83.913
"A64256","AD06","M","Publica",88.28
"A64257","AD06","F","Publica",80.393
"A64258","AD06","M","Publica",88.965
"A64262","AD06","F","Publica",82.375
"A64265","AD06","F","Publica",86.423
"A64267","AD06","M","Publica",84.6
"A64270","AD06","M","Publica",83.838
"A64272","AD06","M","Publica",81.661
"A64273","AD06","M","Publica",86
"A64274","AD06","F","Publica",83
"A64275","AD06","M","Publica",81.216
"A64276","AD06","M","Publica",96.573
"A64281","AD06","M","Publica",85.2
"A64283","AD06","M","Publica",90.46
"A64284","AD06","M","Publica",87.4
"A64285","AD06","M","Publica",85.833
"A64286","AD06","M","Publica",87.903
"A64287","AD06","M","Publica",90.035
"A64288","AD06","M","Publica",83.14
"A64289","AD06","M","Publica",68.865
"A64290","AD06","M","Publica",87.412
"A64292","AD06","M","Publica",95.684
"A64296","AD06","M","Publica",80.474
"A64298","AD06","M","Publica",78.75
"A64301","AD06","F","Publica",81.803
"A64302","AD06","M","Publica",87.052
"A64304","AD06","M","Publica",82.607
"A64305","AD06","M","Publica",84.458
"A64306","AD06","M","Publica",82.018
"A64308","AD06","F","Publica",93.362
"A64310","AD06","M","Publica",76.238
"A64311","AD06","M","Publica",89.296
"A64312","AD06","F","Publica",72.557
"A64313","AD06","M","Publica",93.18
"A64315","AD06","F","Publica",89.157
"A64317","AD06","M","Publica",78.76
"A64318","AD06","M","Publica",97.724
"A64320","AD06","M","Publica",82.531
"A64321","AD06","M","Publica",75.96
"A64324","AD06","F","Publica",81.333
"A64326","AD06","M","Publica",92.087
"A64329","AD06","F","Publica",83.288
"A64418","AD06","M","Publica",79.431
"A64419","AD06","M","Publica",79.548
"A64422","AD06","M","Publica",93.117
"A64424","AD06","M","Publica",68.857
"A64430","AD06","F","Publica",71.948
"A64431","AD06","M","Publica",82.983
"A64432","AD06","M","Publica",88.698
"A64444","AD06","F","Publica",92.718
"A64447","AD06","F","Publica",84.296
"A64448","AD06","F","Publica",90.482
"A64450","AD06","M","Publica",77.586
"A64452","AD06","F","Publica",90.31
"A64453","AD06","F","Publica",91
"A64455","AD06","F","Publica",81.086
"A64456","AD06","M","Publica",74.224
"A64457","AD06","F","Publica",91.142
"A64458","AD06","M","Publica",74.875
"A64465","AD06","M","Publica",82.797
"A64468","AD06","M","Publica",97.015
"A64470","AD06","M","Publica",89.344
"A64474","AD06","M","Publica",83.571
"A64479","AD06","F","Publica",92
"A64481","AD06","M","Publica",86.581
"A64483","AD06","F","Publica",93.08
"A64487","AD06","F","Publica",94.984
"A64490","AD06","F","Publica",83.322
"A64491","AD06","M","Publica",75.16
"A64492","AD06","M","Publica",90
"A64493","AD06","M","Publica",80.418
"A64494","AD06","M","Publica",86.716
"A64498","AD06","M","Publica",84.796
"A64499","AD06","F","Publica",85.036
"A64508","AD06","F","Publica",86.907
"A64509","AD06","M","Publica",72.157
"A64510","AD06","F","Publica",85.087
"A64512","AD06","M","Publica",75.843
"A64513","AD06","M","Publica",92.684
"A64515","AD06","M","Publica",67.88
"A64520","AD06","F","Publica",97.081
"A64521","AD06","F","Publica",88.25
"A64523","AD06","M","Publica",81.666
"A64530","AD06","M","Publica",80.87
"A64534","AD06","M","Publica",95.245
"A64539","AD06","F","Publica",83.63
"A64540","AD06","M","Publica",88.107
"A64541","AD06","M","Publica",93.825
"A64544","AD06","M","Publica",71.525
"A64546","AD06","M","Publica",72.603
"A64547","AD06","M","Publica",90.612
"A64549","AD06","M","Publica",80.539
"A64551","AD06","M","Publica",85.918
"A64584","AD06","M","Publica",77.366
"A64593","AD06","M","Publica",76.126
"A64631","AD06","M","Publica",81.032
"A64662","AD06","M","Publica",77.846
"A64663","AD06","M","Publica",84.152
"A64664","AD06","M","Publica",84.238
"A64665","AD06","F","Publica",87.5
"A64668","AD06","M","Publica",79.237
"A64670","AD06","M","Publica",86.746
"A64672","AD06","M","Publica",78.131
"A64677","AD06","F","Publica",91.421
"A64679","AD06","M","Publica",86.803
"A64680","AD06","M","Publica",83.433
"A64681","AD06","F","Publica",91.16
"A64682","AD06","F","Publica",86.016
"A64684","AD06","M","Publica",88.017
"A64686","AD06","M","Publica",76.235
"A64689","AD06","M","Publica",87.741
"A64692","AD06","F","Publica",88.454
"A64695","AD06","M","Publica",82.151
"A64696","AD06","M","Publica",81.765
"A64697","AD06","M","Publica",78.276
"A64698","AD06","M","Publica",83.77
"A64700","AD06","F","Publica",86.836
"A64730","AD06","M","Publica",71.608
"A64731","AD06","M","Publica",70.581
"A64739","AD06","M","Publica",82.322
"A64740","AD06","F","Publica",78.076
"A64743","AD06","M","Publica",80.013
"A64744","AD06","M","Publica",71
"A64745","AD06","F","Publica",86.046
"A64749","AD06","M","Publica",76.573
"A64758","AD06","M","Publica",76.104
"A64759","AD06","M","Publica",74.14
"A64760","AD06","F","Publica",89.627
"A64767","AD06","M","Publica",96.185
"A64769","AD06","M","Publica",94.587
"A64774","AD06","F","Publica",94.571
"A64775","AD06","M","Publica",89.775
"A64778","AD06","M","Publica",84.803
"A64781","AD06","M","Publica",91.633
"A64782","AD06","M","Publica",85.482
"A64783","AD06","M","Publica",78.485
"A64785","AD06","F","Publica",88.62
"A64787","AD06","M","Publica",80.054
"A64788","AD06","M","Publica",82.639
"A64790","AD06","M","Publica",84.793
"A64791","AD06","M","Publica",88.535
"A64792","AD06","M","Publica",82.857
"A64797","AD06","F","Publica",89.641
"A64798","AD06","F","Publica",86.037
"A64800","AD06","M","Publica",86.268
"A64803","AD06","M","Publica",81.065
"A64804","AD06","M","Publica",74.622
"A64806","AD06","M","Publica",81.177
"A64808","AD06","F","Publica",83.566
"A64810","AD06","F","Publica",84.803
"A64813","AD06","F","Publica",87.032
"A64815","AD06","F","Publica",86.383
"A64823","AD06","F","Publica",88.733
"A64826","AD06","F","Publica",86
"A64827","AD06","M","Publica",86.604
"A64828","AD06","F","Publica",81.34
"A64829","AD06","M","Publica",92.101
"A64830","AD06","F","Publica",84.034
"A64831","AD06","M","Publica",93.561
"A64832","AD06","F","Publica",91.682
"A64833","AD06","M","Publica",80.196
"A64846","AD06","F","Publica",82.576
"A64847","AD06","M","Publica",76
"A64850","AD06","M","Publica",88.191
"A64853","AD06","F","Publica",88.387
"A64856","AD06","M","Publica",88.468
"A64858","AD06","M","Publica",82.724
"A64863","AD06","M","Publica",89.283
"A64865","AD06","M","Publica",85.338
"A64866","AD06","M","Publica",86.206
"A64868","AD06","F","Publica",88.714
"A64869","AD06","M","Publica",89.446
"A64874","AD06","M","Publica",84.129
"A64876","AD06","M","Publica",92.241
"A64879","AD06","M","Publica",86.65
"A64885","AD06","M","Publica",81.516
"A64887","AD06","M","Publica",80.016
"A64892","AD06","F","Publica",85.05
"A64893","AD06","M","Publica",79.963
"A64897","AD06","M","Publica",79.08
"A64898","AD06","F","Publica",78.806
"A64899","AD06","M","Publica",84.689
"A64901","AD06","F","Publica",92.465
"A64903","AD06","F","Publica",93.574
"A64911","AD06","F","Publica",92.381
"A64913","AD06","M","Publica",91.285
"A64914","AD06","F","Publica",90.396
"A64918","AD06","F","Publica",90.844
"A64919","AD06","M","Publica",75.933
"A64920","AD06","M","Publica",74.46
"A64922","AD06","F","Publica",89.644
"A64923","AD06","M","Publica",76.19
"A64924","AD06","M","Publica",86
"A64925","AD06","M","Publica",74.464
"A64929","AD06","M","Publica",79
"A64930","AD06","F","Publica",93.264
"A64931","AD06","M","Publica",77.145
"A64932","AD06","M","Publica",75.24
"A64933","AD06","F","Publica",86.826
"A64934","AD06","M","Publica",79.74
"A64935","AD06","M","Publica",93.745
"A64936","AD06","F","Publica",81.254
"A64937","AD06","F","Publica",86.867
"A64938","AD06","F","Publica",90.44
"A64939","AD06","F","Publica",88.2
"A64940","AD06","F","Publica",96.29
"A64943","AD06","F","Publica",88.907
"A64945","AD06","F","Publica",90.088
"A64948","AD06","F","Publica",80.508
"A64949","AD06","F","Publica",93.542
"A64951","AD06","F","Publica",80.683
"A64954","AD06","M","Publica",90.203
"A64955","AD06","M","Publica",88.161
"A64956","AD06","M","Publica",90.098
"A64957","AD06","M","Publica",83.509
"A64958","AD06","F","Publica",89.238
"A64959","AD06","M","Publica",83.861
"A64961","AD06","F","Publica",92.754
"A64966","AD06","M","Publica",83.5
"A64967","AD06","F","Publica",93.7
"A64968","AD06","F","Publica",87.719
"A64969","AD06","F","Publica",85.35
"A64973","AD06","M","Publica",86.618
"A64974","AD06","F","Publica",78.098
"A64975","AD06","M","Publica",81.755
"A64978","AD06","M","Publica",93.028
"A64980","AD06","M","Publica",69.615
"A64982","AD06","F","Publica",86.833
"A64983","AD06","M","Publica",88.163
"A64984","AD06","M","Publica",76.076
"A64985","AD06","F","Publica",86.839
"A64987","AD06","F","Publica",90.508
"A64988","AD06","M","Publica",95.166
"A64997","AD06","F","Publica",88.541
"A65000","AD06","M","Publica",79.14
"A65006","AD06","M","Publica",83.492
"A65008","AD06","M","Publica",86.783
"A65012","AD06","M","Publica",78.209
"A65013","AD06","M","Publica",89.687
"A65019","AD06","M","Publica",78.592
"A65024","AD06","M","Publica",81.534
"A65032","AD06","M","Publica",57.723
"A65033","AD06","M","Publica",90.927
"A65035","AD06","F","Publica",88.518
"A65037","AD06","M","Publica",88.745
"A65038","AD06","F","Publica",93.189
"A65039","AD06","F","Publica",90.789
"A65040","AD06","M","Publica",81.234
"A65042","AD06","F","Publica",87.623
"A65045","AD06","M","Publica",75.698
"A65048","AD06","F","Publica",81.076
"A65049","AD06","M","Publica",87.8
"A65051","AD06","M","Publica",90.423
"A65052","AD06","F","Publica",91.622
"A65053","AD06","M","Publica",80.776
"A65054","AD06","M","Publica",88.354
"A65058","AD06","M","Publica",84.828
"A65059","AD06","M","Publica",86.16
"A65060","AD06","M","Publica",79.73
"A65061","AD06","M","Publica",85.792
"A65062","AD06","F","Publica",93.896
"A65066","AD06","M","Publica",77.83
"A65068","AD06","F","Publica",82.145
"A65069","AD06","F","Publica",89.875
"A65070","AD06","F","Publica",82
"A65074","AD06","F","Publica",82.296
"A65075","AD06","F","Publica",71.838
"A65077","AD06","M","Publica",76.346
"A65078","AD06","M","Publica",83.538
"A65079","AD06","F","Publica",97.109
"A65080","AD06","M","Publica",67.611
"A65081","AD06","F","Publica",88.29
"A65082","AD06","M","Publica",67.061
"A65084","AD06","F","Publica",87.049
"A65085","AD06","M","Publica",78.512
"A65089","AD06","M","Publica",81.29
"A65090","AD06","M","Publica",75.755
"A65091","AD06","F","Publica",93.491
"A65092","AD06","F","Publica",75.074
"A65093","AD06","F","Publica",85.392
"A65095","AD06","F","Publica",78.571
"A65096","AD06","M","Publica",70
"A65099","AD06","F","Publica",92.648
"A65102","AD06","M","Publica",86.929
"A65104","AD06","M","Publica",96.824
"A65105","AD06","F","Publica",86.75
"A65106","AD06","M","Publica",81.384
"A65112","AD06","M","Publica",88.474
"A65124","AD06","F","Publica",78.346
"A65125","AD06","F","Publica",77.754
"A65126","AD06","M","Publica",70.444
"A65128","AD06","M","Publica",73.379
"A65129","AD06","F","Publica",90.107
"A65131","AD06","M","Publica",80.561
"A65134","AD06","F","Publica",90.428
"A65137","AD06","F","Publica",85.631
"A65138","AD06","F","Publica",89.306
"A65139","AD06","F","Publica",90.561
"A65142","AD06","M","Publica",61.428
"A65144","AD06","F","Publica",82.064
"A65146","AD06","M","Publica",81.629
"A65149","AD06","F","Publica",87.795
"A65151","AD06","M","Publica",90.196
"A65154","AD06","M","Publica",85.224
"A65156","AD06","M","Publica",85.7
"A65157","AD06","M","Publica",95.482
"A65158","AD06","M","Publica",83.421
"A65160","AD06","F","Publica",85.3
"A65163","AD06","M","Publica",82.58
"A65164","AD06","M","Publica",84.549
"A65165","AD06","M","Publica",95.519
"A65167","AD06","M","Publica",83.982
"A65168","AD06","M","Publica",82.129
"A65171","AD06","M","Publica",83.31
"A65173","AD06","M","Publica",86.462
"A65174","AD06","M","Publica",81.148
"A65175","AD06","M","Publica",83.153
"A65176","AD06","M","Publica",75.37
"A65177","AD06","M","Publica",93.384
"A65178","AD06","M","Publica",76.671
"A65179","AD06","F","Publica",79.419
"A65180","AD06","M","Publica",79.532
"A65181","AD06","M","Publica",84.031
"A65182","AD06","F","Publica",81.163
"A65184","AD06","M","Publica",72.083
"A65187","AD06","M","Publica",83.907
"A65190","AD06","M","Publica",91.369
"A65191","AD06","F","Publica",85.833
"A65192","AD06","F","Publica",81.76
"A65194","AD06","F","Publica",87.596
"A65195","AD06","M","Publica",87.298
"A65196","AD06","F","Publica",93.84
"A65198","AD06","F","Publica",84.982
"A65199","AD06","F","Publica",91.459
"A65200","AD06","F","Publica",81.836
"A65202","AD06","M","Publica",69.063
"A65203","AD06","M","Publica",80.642
"A65204","AD06","F","Publica",86.118
"A65206","AD06","M","Publica",86.25
"A65208","AD06","M","Publica",86.5
"A65209","AD06","M","Publica",76.806
"A65211","AD06","F","Publica",86.207
"A65213","AD06","M","Publica",85.051
"A65215","AD06","M","Publica",83.982
"A65216","AD06","M","Publica",85.087
"A65217","AD06","M","Publica",80.76
"A65218","AD06","M","Publica",85.6
"A65219","AD06","F","Publica",87.303
"A65220","AD06","M","Publica",76.696
"A65222","AD06","M","Publica",81.921
"A65223","AD06","M","Publica",80.288
"A65224","AD06","F","Publica",81.403
"A65225","AD06","M","Publica",83.811
"A65226","AD06","M","Publica",85.095
"A65228","AD06","M","Publica",92.573
"A65231","AD06","M","Publica",93.739
"A65232","AD06","M","Publica",77.596
"A65235","AD06","F","Publica",84.666
"A65238","AD06","M","Publica",87.362
"A65240","AD06","F","Publica",83.557
"A65241","AD06","F","Publica",84.339
"A65242","AD06","F","Publica",91.213
"A65243","AD06","M","Publica",73.174
"A65245","AD06","M","Publica",84.583
"A65247","AD06","F","Publica",81.692
"A65249","AD06","F","Publica",83.384
"A65251","AD06","F","Publica",78.508
"A65252","AD06","M","Publica",86.96
"A65253","AD06","F","Publica",89.91
"A65255","AD06","F","Publica",86.034
"A65258","AD06","M","Publica",78.491
"A65260","AD06","M","Privada",86.41
"A65261","AD06","F","Publica",84.338
"A65262","AD06","M","Publica",84.533
"A65263","AD06","M","Publica",80.127
"A65264","AD06","F","Publica",89.89
"A65266","AD06","F","Publica",94.482
"A65267","AD06","F","Publica",80.483
"A65268","AD06","F","Publica",85.462
"A65270","AD06","M","Publica",90.939
"A65274","AD06","M","Publica",71.605
"A65276","AD06","F","Publica",90.868
"A65279","AD06","M","Publica",82.102
"A65281","AD06","F","Publica",91.1
"A65286","AD06","F","Publica",91.754
"A65288","AD06","F","Publica",82.903
"A65290","AD06","F","Publica",85.084
"A65294","AD06","F","Publica",84.416
"A65295","AD06","F","Publica",88.105
"A65296","AD06","F","Publica",89.696
"A65298","AD06","M","Publica",77.744
"A65305","AD06","F","Publica",96.344
"A65308","AD06","F","Publica",80.02
"A65315","AD06","F","Publica",87.929
"A65324","AD06","M","Publica",80.476
"A65325","AD06","M","Publica",84.222
"A65329","AD06","M","Publica",78.384
"A65330","AD06","M","Publica",82.648
"A65338","AD06","F","Publica",95.05
"A65339","AD06","F","Publica",90.766
"A65341","AD06","F","Publica",95.551
"A65342","AD06","M","Publica",83.803
"A65343","AD06","M","Publica",84.969
"A65344","AD06","M","Publica",88.446
"A65345","AD06","F","Publica",91.904
"A65347","AD06","F","Publica",92.614
"A65348","AD06","F","Publica",88.131
"A65350","AD06","M","Publica",81.107
"A65351","AD06","F","Publica",83.517
"A65352","AD06","F","Publica",78.354
"A65354","AD06","M","Publica",85.633
"A65355","AD06","M","Publica",83.189
"A65357","AD06","F","Publica",72.555
"A65363","AD06","M","Publica",78.129
"A65368","AD06","M","Publica",85.31
"A65373","AD06","F","Publica",99.35
"A65377","AD06","F","Publica",86.758
"A65378","AD06","F","Publica",77.714
"A65384","AD06","M","Publica",82.268
"A65385","AD06","M","Publica",97.916
"A65396","AD06","F","Publica",86.51
"A65397","AD06","F","Publica",84.461
"A65399","AD06","F","Publica",81.686
"A65407","AD06","F","Publica",91.818
"A65410","AD06","M","Publica",73.117
"A65411","AD06","M","Publica",78.393
"A65413","AD06","M","Publica",82.721
"A65415","AD06","M","Publica",82.066
"A65416","AD06","M","Publica",88.016
"A65417","AD06","M","Publica",87.031
"A65419","AD06","M","Publica",76.515
"A65421","AD06","F","Publica",88.509
"A65422","AD06","F","Publica",88.678
"A65423","AD06","F","Publica",84.228
"A65424","AD06","M","Publica",88.579
"A65425","AD06","M","Publica",84.426
"A65428","AD06","M","Publica",86.321
"A65430","AD06","F","Publica",80.462
"A65432","AD06","M","Publica",85.25
"A65434","AD06","M","Publica",79.472
"A65436","AD06","M","Publica",87.916
"A65437","AD06","F","Publica",82.587
"A65438","AD06","M","Publica",71.235
"A65439","AD06","M","Publica",70.583
"A65440","AD06","M","Publica",75.106
"A65441","AD06","M","Publica",95.245
"A65446","AD06","M","Publica",71.203
"A65448","AD06","M","Publica",84.839
"A65449","AD06","F","Publica",75.86
"A65451","AD06","F","Publica",91.196
"A65452","AD06","M","Publica",71.948
"A65453","AD06","M","Publica",91.571
"A65455","AD06","M","Publica",83.5
"A65456","AD06","M","Publica",87.109
"A65458","AD06","F","Publica",84.555
"A65460","AD06","M","Publica",76.746
"A65462","AD06","M","Publica",79.569
"A65466","AD06","M","Publica",90.322
"A65467","AD06","M","Publica",90.403
"A65471","AD06","M","Publica",84.241
"A65473","AD06","M","Publica",83.796
"A65474","AD06","F","Publica",85.095
"A65477","AD06","F","Publica",94.614
"A65483","AD06","M","Publica",78.714
"A65484","AD06","F","Publica",81.043
"A65485","AD06","M","Publica",75.471
"A65486","AD06","M","Publica",87.932
"A65490","AD06","F","Publica",82.22
"A65494","AD06","M","Publica",78.453
"A65497","AD06","M","Publica",74.606
"A65498","AD06","M","Publica",77.68
"A65503","AD06","M","Publica",87.566
"A65504","AD06","F","Publica",87.448
"A65507","AD06","M","Publica",90.809
"A65510","AD06","F","Publica",86.8
"A65511","AD06","M","Publica",91.964
"A65521","AD06","M","Publica",87.018
"A65523","AD06","M","Publica",86.135
"A65524","AD06","M","Publica",80.81
"A65526","AD06","F","Publica",90.614
"A65527","AD06","M","Publica",88.843
"A65528","AD06","M","Publica",95.049
"A65529","AD06","F","Publica",85.472
"A65530","AD06","M","Publica",75.809
"A65531","AD06","F","Publica",86.877
"A65532","AD06","M","Publica",90.072
"A65536","AD06","F","Publica",92.172
"A65539","AD06","M","Publica",78.943
"A65541","AD06","M","Publica",83.14
"A65543","AD06","M","Publica",83.185
"A65545","AD06","M","Publica",85.754
"A65546","AD06","F","Publica",89.516
"A65549","AD06","M","Publica",75.836
"A65552","AD06","M","Publica",70.965
"A65553","AD06","F","Publica",81.255
"A65554","AD06","F","Publica",81.543
"A65555","AD06","F","Publica",81.951
"A65556","AD06","M","Publica",83.14
"A65557","AD06","M","Publica",76.409
"A65558","AD06","M","Publica",80.222
"A65566","AD06","F","Publica",86.307
"A65567","AD06","M","Publica",91.842
"A65568","AD06","F","Publica",90.919
"A65570","AD06","M","Publica",77.28
"A65571","AD06","F","Publica",84
"A65572","AD06","M","Publica",80.372
"A65573","AD06","F","Publica",71.382
"A65578","AD06","M","Publica",85.65
"A65580","AD06","M","Publica",85.942
"A65581","AD06","M","Publica",79.491
"A65582","AD06","M","Publica",78.39
"A65586","AD06","M","Publica",85.389
"A65589","AD06","F","Publica",84.745
"A65590","AD06","M","Publica",69.315
"A65592","AD06","M","Publica",75.068
"A65594","AD06","M","Publica",86.269
"A65603","AD06","M","Publica",77.188
"A65604","AD06","M","Publica",62.487
"A65605","AD06","M","Publica",83.65
"A65606","AD06","F","Publica",85.188
"A65608","AD06","M","Publica",68.807
"A65609","AD06","M","Publica",80.349
"A65612","AD06","F","Publica",85.734
"A65614","AD06","M","Publica",77.137
"A65616","AD06","F","Publica",73.98
"A65617","AD06","M","Publica",79.202
"A65619","AD06","M","Publica",72.833
"A65628","AD06","F","Publica",82.758
"A65629","AD06","M","Publica",86.644
"A65632","AD06","F","Publica",85.586
"A65634","AD06","M","Publica",83.682
"A65635","AD06","M","Publica",83.172
"A65636","AD06","M","Publica",85.222
"A65643","AD06","M","Publica",81.283
"A65647","AD06","F","Publica",77.359
"A65648","AD06","F","Publica",81.938
"A65650","AD06","M","Publica",86.157
"A65654","AD06","M","Publica",94.818
"A65656","AD06","F","Publica",88.441
"A65660","AD06","M","Publica",84.103
"A65661","AD06","F","Publica",86.859
"A65665","AD06","M","Publica",91.267
"A65666","AD06","M","Publica",80.672
"A65668","AD06","F","Publica",86.886
"A65674","AD06","F","Publica",69.793
"A65677","AD06","M","Publica",77.569
"A65678","AD06","F","Publica",81.24
"A65680","AD06","M","Publica",79.74
"A65686","AD06","F","Publica",83.459
"A65693","AD06","M","Publica",90.9
"A65694","AD06","F","Publica",69.857
"A65696","AD06","F","Publica",81.912
"A65698","AD06","M","Publica",85.716
"A65704","AD06","M","Publica",95.732
"A65706","AD06","F","Publica",84.423
"A65726","AD06","F","Publica",83.305
"A65736","AD06","M","Publica",70.586
"A65747","AD06","M","Publica",73.127
"A65750","AD06","F","Publica",88.816
"A65761","AD06","M","Publica",89.952
"A65763","AD06","M","Publica",86.166
"A65767","AD06","F","Publica",86.5
"A65769","AD06","M","Publica",80.057
"A65770","AD06","M","Publica",93.117
"A65789","AD06","M","Publica",73.936
"A65791","AD06","F","Publica",86.516
"A65792","AD06","F","Publica",90.61
"A65793","AD06","F","Publica",94.064
"A65795","AD06","M","Publica",78.215
"A65798","AD06","M","Publica",79.523
"A65799","AD06","M","Publica",86.87
"A65821","AD06","M","Publica",85.66
"A65822","AD06","M","Publica",90.838
"A65823","AD06","M","Publica",83.274
"A65870","AD06","F","Publica",95.714
"A65881","AD06","F","Publica",80.695
"A65883","AD06","M","Publica",82.914
"A65884","AD06","M","Publica",84.91
"A65888","AD06","M","Publica",77.976
"A65890","AD06","F","Publica",83.254
"A65894","AD06","M","Publica",83
"A65901","AD06","M","Publica",62.92
"A65904","AD06","M","Publica",72.294
"A65911","AD06","M","Publica",69.363
"A65916","AD06","F","Publica",74.912
"A65921","AD06","F","Publica",75.444
"A65924","AD06","M","Publica",71.829
"A65925","AD06","M","Publica",77.5
"A65927","AD06","M","Publica",96.431
"A65931","AD06","F","Publica",78.316
"A65933","AD06","F","Publica",85.967
"A65937","AD06","M","Publica",72.619
"A65939","AD06","F","Publica",82.375
"A65941","AD06","M","Publica",73.815
"A65944","AD06","M","Publica",74.677
"A65947","AD06","F","Publica",81.771
"A65948","AD06","F","Publica",87.5
"A65956","AD06","M","Publica",78.854
"A65957","AD06","M","Publica",82.772
"A65958","AD06","M","Publica",83.282
"A65963","AD06","M","Publica",74.228
"A65964","AD06","M","Publica",84.222
"A65965","AD06","M","Publica",78.59
"A65969","AD06","M","Publica",81.207
"A65970","AD06","M","Publica",91.607
"A65971","AD06","M","Publica",95.176
"A65972","AD06","M","Publica",85.169
"A65973","AD06","M","Publica",77.18
"A65980","AD06","M","Publica",84.6
"A65985","AD06","M","Publica",80.846
"A65987","AD06","M","Publica",87.604
"A65989","AD06","M","Publica",78.651
"A65992","AD06","F","Publica",70.327
"A65994","AD06","F","Publica",90.689
"A65995","AD06","F","Publica",89.381
"A65996","AD06","M","Publica",86.16
"A66000","AD06","M","Publica",79.979
"A66001","AD06","M","Publica",81.057
"A66004","AD06","F","Publica",76.685
"A66005","AD06","M","Publica",76.948
"A66007","AD06","M","Publica",87.864
"A66009","AD06","F","Publica",84.3
"A66013","AD06","M","Publica",89.312
"A66017","AD06","M","Publica",89.927
"A66027","AD06","M","Publica",70.368
"A66028","AD06","M","Publica",71.34
"A66033","AD06","F","Publica",79.75
"A66036","AD06","M","Publica",93.271
"A66040","AD06","M","Publica",77.053
"A66042","AD06","F","Publica",78.285
"A66044","AD06","F","Publica",90.288
"A66046","AD06","M","Publica",83.222
"A66049","AD06","F","Publica",84.462
"A66050","AD06","M","Publica",81.932
"A66053","AD06","M","Publica",98.241
"A66054","AD06","F","Publica",82.3
"A66056","AD06","M","Publica",83.515
"A66059","AD06","M","Publica",73.68
"A66060","AD06","F","Publica",94.103
"A66063","AD06","F","Publica",82.032
"A66065","AD06","M","Publica",79.15
"A66066","AD06","F","Publica",84.267
"A66070","AD06","F","Publica",83.516
"A66072","AD06","F","Publica",82.533
"A66074","AD06","F","Publica",84.157
"A66076","AD06","M","Publica",85.103
"A66077","AD06","M","Publica",85.827
"A66079","AD06","F","Publica",89
"A66080","AD06","M","Publica",73.964
"A66081","AD06","F","Publica",81.112
"A66085","AD06","M","Publica",84.758
"A66086","AD06","F","Publica",88.483
"A66088","AD06","M","Publica",84.114
"A66089","AD06","F","Publica",65.461
"A66090","AD06","M","Publica",86.107
"A66093","AD06","M","Publica",74.148
"A66099","AD06","M","Publica",77.111
"A66104","AD06","M","Publica",79.222
"A66106","AD06","M","Publica",91.947
"A66109","AD06","F","Publica",90.153
"A66110","AD06","F","Publica",85.037
"A66115","AD06","M","Publica",89.644
"A66117","AD06","M","Publica",77.767
"A66170","AD06","M","Publica",72.512
"A66171","AD06","F","Publica",87.774
"A66185","AD06","M","Publica",73.898
"A66187","AD06","F","Publica",92.35
"A66188","AD06","F","Publica",82.163
"A66190","AD06","M","Publica",82.017
"A66191","AD06","M","Publica",73.285
"A66194","AD06","M","Publica",75.632
"A66197","AD06","M","Publica",74.615
"A66199","AD06","F","Publica",88.796
"A66204","AD06","M","Publica",87.781
"A66211","AD06","M","Publica",90.055
"A66213","AD06","M","Publica",77.343
"A66215","AD06","M","Publica",77.515
"A66216","AD06","M","Publica",80.346
"A66217","AD06","F","Publica",85.118
"A66221","AD06","F","Publica",78.75
"A66222","AD06","F","Publica",77.688
"A66223","AD06","M","Publica",87.21
"A66224","AD06","F","Publica",85.29
"A66226","AD06","M","Publica",87.727
"A66227","AD06","M","Publica",83.475
"A66254","AD06","M","Publica",73.5
"A66255","AD06","F","Publica",81.712
"A66256","AD06","M","Publica",84.192
"A66258","AD06","M","Publica",79.111
"A66260","AD06","M","Publica",87.017
"A66264","AD06","M","Publica",78.655
"A66265","AD06","F","Publica",71.702
"A66266","AD06","M","Publica",87.62
"A66268","AD06","M","Publica",72.148
"A66270","AD06","M","Publica",81.924
"A66271","AD06","M","Publica",74.309
"A66273","AD06","F","Publica",87.18
"A66276","AD06","M","Publica",77.51
"A66293","AD06","F","Publica",71.77
"A66294","AD06","M","Publica",74.963
"A66295","AD06","M","Publica",77.951
"A66299","AD06","M","Publica",76.214
"A66310","AD06","M","Publica",78.474
"A66345","AD06","F","Publica",84.592
"A66369","AD06","F","Publica",71.585
"A66371","AD06","M","Publica",74.693
"A66403","AD06","F","Publica",80.416
"A66405","AD06","F","Publica",90.175
"A66408","AD06","M","Publica",86.597
"A66409","AD06","M","Publica",83.741
"A66416","AD06","F","Publica",82.711
"A66420","AD06","M","Publica",69.204
"A66422","AD06","M","Publica",88.764
"A66426","AD06","M","Publica",81.447
"A66427","AD06","F","Publica",84.482
"A66431","AD06","M","Publica",75.021
"A66432","AD06","F","Publica",86.147
"A66433","AD06","F","Publica",78.019
"A66434","AD06","M","Publica",72.017
"A66435","AD06","M","Publica",76.095
"A66437","AD06","M","Publica",77.906
"A66439","AD06","F","Publica",81.508
