PariodoGraduacion,idAlumno
200513,A43848
200611,A43849
200611,A43850
200613,A43851
200513,A43852
200713,A43853
200513,A43855
200511,A43856
200811,A43858
200711,A43859
200513,A43860
200511,A43861
200513,A43862
200711,A43863
200713,A43865
200611,A43866
200613,A43867
200511,A43868
200513,A43869
200613,A43870
200513,A43871
200713,A43874
200611,A43875
200411,A43878
200513,A43879
200613,A43881
200613,A43882
200513,A43883
200711,A43884
200713,A43886
200611,A43887
200611,A43888
200513,A43889
200611,A43890
200611,A43891
200511,A43892
200611,A43893
200713,A43894
200613,A43895
200613,A43897
200713,A43898
200713,A43900
200611,A43901
200611,A43902
200613,A43904
200611,A43905
200613,A43906
200611,A43907
200611,A43908
200611,A43909
200611,A43913
200711,A43914
200613,A43916
200711,A43917
200613,A43918
200613,A43919
200613,A43920
200711,A43921
200611,A43922
200713,A43923
200711,A43924
200613,A43925
200611,A43926
200713,A43927
200513,A43928
200613,A43929
200613,A43930
200611,A43934
200611,A43936
200613,A43937
200613,A43938
200713,A43939
200611,A43940
200613,A43941
200613,A43943
200613,A43944
200811,A43945
200613,A43947
200613,A43948
200711,A43950
200513,A43951
200613,A43952
200711,A43955
200811,A43956
200713,A43958
200811,A43966
200613,A43967
200613,A43968
200613,A43970
200711,A43974
200711,A43975
200613,A43976
200713,A43977
200811,A43978
200713,A43979
200713,A43980
200811,A43982
200713,A43983
200811,A43984
200811,A43985
200713,A43986
200613,A43987
200613,A43988
200611,A43989
200713,A43990
200613,A43993
200811,A43994
200811,A43995
200713,A43998
200811,A43999
200711,A44001
200811,A44002
200713,A44003
200713,A44004
200711,A44006
200811,A44008
200711,A44011
200811,A44012
200613,A44013
200811,A44018
200713,A44019
200711,A44021
200811,A44026
200811,A44027
200811,A44029
200811,A44032
200811,A44039
200713,A44056
200811,A44057
200811,A44058
200811,A44059
200713,A44060
200811,A44061
200711,A44062
200811,A44064
200811,A44068
200811,A44071
200713,A44075
200811,A44076
200713,A44086
200811,A44087
200713,A44099
200811,A44124
200113,A44172
200113,A44173
200213,A44174
200113,A44176
200111,A44177
200413,A44178
200213,A44179
200313,A44182
200113,A44183
200113,A44186
200211,A44187
200113,A44188
200211,A44189
200113,A44190
200113,A44191
200111,A44193
200511,A44194
200313,A44195
200811,A44198
200213,A44199
200011,A44202
200211,A44203
200311,A44204
200013,A44205
200611,A44206
200211,A44208
200013,A44209
200313,A44210
200213,A44211
200211,A44213
200413,A44214
200013,A44215
200113,A44216
200113,A44219
200313,A44221
200213,A44223
200511,A44224
200313,A44225
200711,A44226
200211,A44228
200213,A44229
200413,A44230
200011,A44232
200211,A44234
200513,A44235
200711,A44237
200311,A44238
200213,A44239
200213,A44240
200213,A44241
200313,A44243
200213,A44244
200513,A44246
200311,A44249
200213,A44250
200213,A44251
200213,A44252
200311,A44253
200311,A44254
200313,A44257
200311,A44258
200511,A44259
200213,A44260
200213,A44261
200513,A44262
200113,A44263
200311,A44264
200011,A44265
200111,A44266
200213,A44267
200313,A44268
200311,A44269
200113,A44270
200311,A44271
200313,A44272
200211,A44273
200313,A44274
200311,A44275
200311,A44278
200313,A44279
200111,A44280
200111,A44281
200111,A44283
200311,A44284
200213,A44285
200313,A44286
200313,A44287
200513,A44289
200213,A44290
200311,A44291
200013,A44292
200111,A44293
200213,A44295
200113,A44296
200313,A44297
200613,A44298
200511,A44299
200613,A44300
200313,A44301
200511,A44302
200713,A44303
200313,A44304
200413,A44305
200313,A44307
200313,A44309
200413,A44310
200013,A44311
200313,A44312
200213,A44313
200411,A44317
200413,A44318
200713,A44319
200313,A44320
200411,A44321
200413,A44322
200413,A44324
200611,A44326
200113,A44327
200511,A44328
200211,A44331
200711,A44332
200413,A44333
200211,A44334
200411,A44335
200111,A44336
200113,A44337
200411,A44338
200313,A44339
200013,A44340
200113,A44343
200113,A44344
200213,A44345
200313,A44347
200311,A44348
200313,A44351
200113,A44352
200213,A44353
200413,A44354
200413,A44355
200511,A44356
200413,A44357
200511,A44359
200513,A44360
200413,A44361
200513,A44362
200513,A44363
200613,A44364
200513,A44366
200511,A44367
200113,A44368
200513,A44369
200113,A44370
200511,A44371
200511,A44372
200511,A44373
200611,A44374
200513,A44377
200413,A44378
200413,A44380
200711,A44381
200413,A44382
200413,A44383
200511,A44384
200513,A44385
200513,A44386
200113,A44387
200513,A44388
200713,A44389
200213,A44390
200413,A44391
200413,A44392
200211,A44394
200413,A44396
200211,A44397
200113,A44398
200611,A44399
200413,A44400
200213,A44401
200411,A44402
200513,A44403
200211,A44405
200311,A44406
200213,A44407
200413,A44408
200413,A44410
200413,A44411
200413,A44412
200613,A44414
200513,A44415
200513,A44416
200611,A44417
200313,A44419
200411,A44420
200713,A44421
200413,A44422
200213,A44423
200411,A44424
200513,A44425
200313,A44426
200413,A44427
200513,A44428
200613,A44429
200411,A44432
200611,A44436
200313,A44437
200611,A44438
200611,A44439
200513,A44440
200711,A44442
200513,A44444
200413,A44445
200611,A44446
200611,A44447
200611,A44448
200313,A44449
200513,A44450
200613,A44451
200513,A44452
200513,A44453
200811,A44454
200613,A44456
200611,A44457
200513,A44458
200513,A44459
200513,A44460
200513,A44461
200213,A44462
200311,A44463
200513,A44464
200513,A44465
200611,A44466
200513,A44467
200613,A44468
200613,A44469
200613,A44471
200613,A44472
200711,A44473
200513,A44474
200213,A44477
200613,A44478
200311,A44479
200513,A44480
200611,A44481
200513,A44482
200613,A44483
200513,A44485
200411,A44486
200411,A44488
200611,A44489
200411,A44490
200511,A44491
200413,A44492
200313,A44493
200513,A44494
200311,A44496
200811,A44497
200311,A44498
200313,A44499
200613,A44500
200313,A44501
200513,A44502
200213,A44503
200213,A44504
200313,A44506
200513,A44507
200613,A44508
200413,A44509
200313,A44510
200711,A44514
200613,A44515
200613,A44516
200713,A44517
200413,A44518
200711,A44519
200713,A44520
200811,A44521
200413,A44523
200413,A44524
200613,A44526
200411,A44527
200811,A44528
200513,A44529
200711,A44530
200713,A44531
200411,A44533
200413,A44534
200711,A44537
200713,A44538
200711,A44540
200513,A44543
200613,A44544
200111,A44545
200311,A44547
200013,A44548
200111,A44550
200113,A44551
200313,A44552
200411,A44554
200613,A44555
200413,A44556
200513,A44557
200311,A44560
200313,A44561
200413,A44562
200411,A44564
200413,A44566
200611,A44570
200611,A44571
200413,A44572
200413,A44573
200413,A44574
200511,A44575
200413,A44576
200513,A44577
200513,A44578
200413,A44579
200511,A44580
200613,A44581
200413,A44582
200511,A44583
200711,A44584
200413,A44585
200511,A44586
200513,A44587
200511,A44588
200513,A44589
200413,A44590
200611,A44592
200413,A44593
200511,A44593
200511,A44594
200411,A44595
200313,A44597
200513,A44598
200511,A44601
200611,A44602
200713,A44603
200613,A44604
200613,A44605
200613,A44606
200611,A44607
200513,A44608
200611,A44609
200811,A44610
200613,A44612
200711,A44615
200513,A44616
200613,A44617
200611,A44618
200513,A44619
200711,A44620
200711,A44621
200611,A44624
200611,A44626
200713,A44627
200811,A44628
200613,A44629
200513,A44630
200711,A44631
200611,A44632
200611,A44633
200611,A44634
200611,A44635
200811,A44636
200613,A44637
200513,A44638
200711,A44641
200711,A44642
200713,A44644
200613,A44645
200613,A44646
200711,A44647
200711,A44649
200713,A44650
200613,A44651
200711,A44652
200613,A44655
200713,A44656
200713,A44657
200711,A44659
200713,A44661
200711,A44662
200613,A44663
200613,A44665
200613,A44666
200613,A44667
200713,A44668
200613,A44669
200811,A44670
200713,A44674
200711,A44675
200711,A44676
200713,A44677
200711,A44678
200613,A44680
200711,A44681
200711,A44682
200711,A44683
200713,A44685
200811,A44686
200713,A44688
200711,A44689
200713,A44690
200711,A44695
200513,A44698
200713,A44701
200713,A44702
200713,A44703
200811,A44706
200811,A44709
200811,A44711
200811,A44713
200713,A44715
200811,A44716
200811,A44718
200811,A44719
200811,A44723
200811,A44730
200613,A44802
200013,A44855
200111,A44857
200011,A44863
200313,A44864
200113,A44865
200113,A44868
200013,A44869
200011,A44871
200011,A44872
200011,A44875
200011,A44876
200111,A44877
200011,A44878
200011,A44879
200011,A44880
200111,A44881
200011,A44882
200011,A44883
200011,A44885
200011,A44886
200113,A44887
200013,A44888
200013,A44889
200013,A44890
200011,A44891
200111,A44895
200013,A44897
200013,A44898
200111,A44899
200011,A44900
200011,A44903
200013,A44904
200013,A44905
200013,A44907
200013,A44908
200113,A44910
200113,A44911
200311,A44914
200013,A44915
200013,A44916
200113,A44917
200111,A44918
200111,A44919
200111,A44921
200113,A44922
200211,A44923
200113,A44924
200011,A44925
200013,A44926
200213,A44927
200013,A44928
200111,A44929
200013,A44930
200111,A44931
200113,A44932
200111,A44934
200013,A44935
200013,A44936
200013,A44937
200013,A44938
200113,A44939
200113,A44941
200111,A44942
200211,A44943
200013,A44944
200213,A44945
200213,A44946
200013,A44947
200111,A44948
200111,A44949
200013,A44950
200111,A44951
200113,A44955
200113,A44956
200113,A44957
200111,A44958
200311,A44959
200113,A44960
200111,A44961
200213,A44962
200113,A44963
200013,A44964
200111,A44965
200113,A44966
200111,A44967
200111,A44968
200211,A44969
200313,A44970
200113,A44971
200211,A44972
200511,A44973
200311,A44974
200211,A44975
200213,A44976
200113,A44977
200211,A44978
200213,A44979
200213,A44980
200211,A44982
200111,A44983
200113,A44985
200211,A44985
200211,A44986
200213,A44987
200311,A44988
200313,A44989
200211,A44990
200213,A44991
200211,A44992
200413,A44993
200213,A44994
200213,A44995
200213,A44996
200213,A44997
200211,A44998
200211,A44999
200311,A45000
200311,A45001
200211,A45002
200313,A45003
200213,A45004
200213,A45005
200213,A45007
200113,A45008
200313,A45009
200313,A45010
200213,A45011
200113,A45012
200313,A45013
200313,A45014
200113,A45015
200213,A45016
200213,A45017
200113,A45018
200211,A45019
200211,A45021
200311,A45022
200613,A45023
200211,A45025
200213,A45027
200313,A45029
200213,A45031
200313,A45033
200413,A45034
200313,A45035
200311,A45036
200213,A45037
200311,A45038
200311,A45040
200311,A45041
200213,A45042
200213,A45043
200411,A45045
200413,A45046
200311,A45047
200413,A45048
200311,A45049
200511,A45050
200513,A45051
200213,A45052
200311,A45053
200213,A45054
200313,A45055
200313,A45056
200411,A45057
200213,A45058
200213,A45059
200313,A45060
200311,A45061
200411,A45062
200311,A45064
200311,A45065
200313,A45066
200213,A45067
200311,A45068
200411,A45069
200413,A45070
200413,A45071
200311,A45072
200313,A45073
200511,A45074
200311,A45075
200313,A45076
200311,A45077
200311,A45078
200311,A45080
200413,A45081
200413,A45082
200511,A45083
200311,A45084
200311,A45085
200213,A45086
200311,A45087
200613,A45089
200511,A45090
200313,A45091
200313,A45092
200513,A45094
200411,A45095
200213,A45096
200613,A45097
200513,A45098
200411,A45099
200411,A45100
200411,A45101
200313,A45103
200513,A45106
200311,A45107
200113,A45219
200211,A45220
200113,A45221
200413,A45222
200313,A45223
200113,A45224
200113,A45225
200213,A45227
200113,A45228
200211,A45230
200213,A45231
200313,A45232
200111,A45235
200211,A45238
200213,A45242
200313,A45242
200113,A45243
200213,A45245
200211,A45247
200413,A45250
200311,A45251
200311,A45252
200311,A45253
200313,A45254
200311,A45256
200313,A45257
200011,A45258
200311,A45259
200411,A45260
200213,A45261
200313,A45262
200411,A45265
200411,A45266
200313,A45268
200313,A45269
200313,A45270
200411,A45271
200313,A45273
200411,A45274
200411,A45275
200412,A45276
200413,A45277
200411,A45278
200413,A45279
200413,A45280
200313,A45281
200313,A45282
200313,A45283
200411,A45284
200313,A45285
200313,A45286
200111,A45287
200313,A45288
200211,A45290
200413,A45291
200313,A45292
200413,A45293
200511,A45294
200513,A45295
200811,A45297
200413,A45298
200413,A45299
200513,A45301
200513,A45302
200711,A45303
200413,A45304
200511,A45305
200611,A45306
200413,A45308
200413,A45309
200513,A45310
200413,A45311
200411,A45312
200313,A45313
200713,A45314
200613,A45315
200611,A45317
200611,A45318
200613,A45319
200513,A45320
200513,A45321
200611,A45322
200611,A45323
200611,A45324
200811,A45325
200611,A45326
200513,A45327
200513,A45328
200611,A45331
200711,A45332
200613,A45333
200711,A45335
200711,A45336
200811,A45338
200613,A45339
200713,A45342
200013,A45344
200013,A45345
200013,A45346
200011,A45347
200013,A45354
200213,A45355
200113,A45365
200011,A45372
200013,A45383
200013,A45387
200013,A45394
200111,A45402
200211,A45402
200013,A45405
200011,A45409
200013,A45414
200011,A45419
200011,A45429
200013,A45432
200011,A45441
200011,A45443
200211,A45447
200011,A45448
200013,A45449
200011,A45460
200013,A45476
200011,A45483
200211,A45492
200013,A45496
200013,A45513
200011,A45515
200411,A45520
200011,A45521
200011,A45523
200011,A45548
200713,A45550
200211,A45577
200011,A45582
200013,A45586
200013,A45588
200213,A45589
200113,A45601
200213,A45603
200013,A45606
200011,A45653
200011,A45655
200013,A45660
200013,A45673
200113,A45688
200111,A45695
200113,A45700
200313,A45701
200011,A45705
200213,A45709
200011,A45714
200013,A45717
200013,A45730
200011,A45897
200111,A45900
200213,A45915
200011,A45930
200413,A45931
200011,A45937
200011,A45941
200011,A45944
200111,A45949
200013,A45950
200011,A45951
200011,A45953
200013,A45963
200213,A45966
200113,A45968
200011,A45969
200011,A45976
200111,A45985
200013,A45986
200111,A45987
200111,A45994
200013,A45996
200113,A45999
200013,A46001
200011,A46009
200013,A46011
200011,A46013
200011,A46016
200113,A46036
200011,A46040
200113,A46048
200213,A46052
200011,A46061
200013,A46065
200113,A46081
200213,A46084
200113,A46117
200713,A46119
200013,A46124
200111,A46127
200013,A46131
200311,A46134
200111,A46135
200111,A46139
200013,A46140
200011,A46142
200313,A46143
200013,A46144
200011,A46148
200011,A46152
200011,A46154
200013,A46155
200013,A46156
200011,A46172
200011,A46173
200013,A46178
200013,A46180
200013,A46192
200011,A46203
200013,A46207
200313,A46208
200011,A46211
200113,A46214
200213,A46215
200213,A46216
200213,A46222
200213,A46224
200213,A46225
200213,A46227
200011,A46233
200013,A46234
200011,A46237
200111,A46240
200013,A46246
200011,A46249
200011,A46250
200013,A46255
200011,A46256
200011,A46257
200013,A46259
200011,A46263
200011,A46268
200011,A46274
200113,A46279
200011,A46282
200011,A46287
200013,A46292
200011,A46294
200013,A46295
200011,A46297
200113,A46300
200011,A46303
200013,A46307
200011,A46308
200011,A46315
200013,A46319
200013,A46325
200013,A46327
200011,A46329
200013,A46330
200011,A46333
200213,A46337
200111,A46341
200013,A46342
200011,A46343
200011,A46344
200011,A46347
200011,A46352
200013,A46353
200013,A46356
200013,A46358
200011,A46359
200013,A46360
200011,A46362
200013,A46363
200011,A46377
200013,A46381
200013,A46390
200011,A46391
200013,A46392
200011,A46394
200011,A46395
200013,A46396
200013,A46397
200013,A46400
200011,A46403
200013,A46404
200013,A46408
200011,A46410
200011,A46413
200011,A46415
200011,A46416
200013,A46417
200211,A46418
200011,A46420
200111,A46422
200011,A46429
200011,A46434
200011,A46436
200211,A46438
200011,A46440
200011,A46444
200311,A46445
200011,A46446
200013,A46448
200011,A46454
200011,A46455
200013,A46457
200011,A46458
200011,A46460
200013,A46462
200013,A46463
200011,A46464
200011,A46466
200011,A46469
200011,A46471
200011,A46472
200011,A46474
200013,A46475
200011,A46476
200011,A46477
200013,A46480
200013,A46481
200011,A46482
200013,A46483
200011,A46484
200111,A46485
200013,A46489
200013,A46493
200013,A46495
200011,A46496
200013,A46498
200011,A46500
200011,A46506
200311,A46507
200011,A46508
200011,A46509
200011,A46514
200011,A46517
200011,A46518
200013,A46519
200113,A46523
200013,A46525
200013,A46528
200013,A46529
200011,A46530
200211,A46533
200011,A46535
200113,A46536
200113,A46538
200011,A46539
200011,A46540
200011,A46541
200011,A46544
200011,A46545
200011,A46547
200011,A46548
200011,A46550
200013,A46554
200013,A46555
200011,A46556
200011,A46561
200211,A46563
200111,A46564
200011,A46573
200011,A46574
200013,A46577
200113,A46590
200011,A46591
200011,A46592
200011,A46595
200011,A46596
200011,A46603
200013,A46604
200011,A46607
200113,A46608
200011,A46610
200111,A46613
200013,A46617
200113,A46618
200011,A46623
200111,A46626
200111,A46627
200011,A46628
200011,A46631
200613,A46633
200011,A46637
200011,A46642
200011,A46643
200011,A46647
200313,A46669
200011,A46672
200011,A46673
200013,A46674
200011,A46677
200011,A46678
200013,A46679
200011,A46681
200013,A46689
200013,A46697
200013,A46704
200011,A46705
200011,A46706
200111,A46709
200011,A46715
200113,A46717
200011,A46727
200113,A46731
200011,A46735
200013,A46736
200011,A46737
200011,A46738
200011,A46742
200211,A46745
200013,A46747
200013,A46750
200011,A46751
200013,A46752
200011,A46754
200011,A46755
200011,A46759
200011,A46761
200013,A46762
200013,A46763
200011,A46764
200013,A46765
200011,A46767
200013,A46778
200011,A46779
200111,A46780
200013,A46782
200013,A46795
200011,A46803
200011,A46804
200013,A46805
200013,A46811
200013,A46812
200211,A46814
200213,A46815
200011,A46819
200111,A46826
200011,A46834
200111,A46835
200013,A46838
200111,A46839
200211,A46840
200111,A46843
200013,A46844
200713,A46845
200411,A46853
200013,A46854
200011,A46859
200113,A46860
200013,A46868
200011,A46871
200011,A46873
200013,A46875
200011,A46882
200311,A46885
200213,A46886
200113,A46887
200011,A46888
200013,A46898
200211,A46898
200011,A46900
200013,A46901
200011,A46904
200111,A46905
200013,A46912
200013,A46913
200013,A46914
200111,A46915
200113,A46922
200013,A46923
200111,A46924
200013,A46925
200013,A46926
200013,A46927
200213,A46929
200013,A46930
200011,A46931
200011,A46933
200011,A46934
200011,A46939
200013,A46940
200113,A46944
200013,A46945
200013,A46947
200011,A46948
200011,A46949
200213,A46951
200013,A46952
200013,A46953
200013,A46954
200111,A46955
200013,A46957
200111,A46958
200311,A46963
200011,A46968
200013,A46969
200111,A46970
200011,A46971
200011,A46972
200013,A46973
200011,A46974
200011,A46981
200011,A46984
200011,A46990
200011,A46995
200013,A46996
200013,A46998
200511,A47002
200011,A47003
200011,A47004
200111,A47006
200013,A47007
200011,A47008
200111,A47012
200211,A47014
200013,A47018
200111,A47019
200113,A47020
200113,A47023
200113,A47024
200011,A47025
200213,A47028
200013,A47031
200011,A47032
200111,A47033
200013,A47035
200111,A47037
200011,A47038
200111,A47039
200013,A47041
200011,A47044
200011,A47046
200213,A47049
200011,A47050
200011,A47051
200013,A47052
200111,A47053
200011,A47055
200011,A47057
200011,A47059
200013,A47060
200011,A47062
200113,A47063
200011,A47067
200011,A47068
200211,A47106
200011,A47110
200213,A47112
200011,A47128
200113,A47129
200013,A47131
200011,A47132
200011,A47134
200011,A47138
200013,A47146
200111,A47148
200011,A47151
200011,A47154
200013,A47157
200013,A47158
200113,A47160
200011,A47161
200011,A47162
200011,A47163
200011,A47164
200011,A47170
200311,A47171
200011,A47172
200011,A47173
200111,A47177
200011,A47179
200311,A47180
200011,A47181
200013,A47182
200013,A47183
200011,A47184
200111,A47187
200011,A47189
200011,A47190
200211,A47195
200011,A47196
200011,A47198
200011,A47201
200011,A47202
200111,A47204
200111,A47207
200013,A47208
200013,A47209
200013,A47210
200011,A47211
200211,A47214
200013,A47215
200011,A47217
200011,A47218
200011,A47220
200011,A47223
200011,A47226
200313,A47229
200011,A47231
200013,A47237
200011,A47241
200011,A47242
200013,A47249
200013,A47250
200013,A47251
200011,A47254
200011,A47255
200111,A47257
200413,A47258
200013,A47261
200311,A47263
200013,A47266
200011,A47269
200013,A47270
200011,A47274
200013,A47276
200011,A47278
200011,A47279
200011,A47289
200211,A47290
200011,A47297
200013,A47307
200011,A47308
200011,A47309
200111,A47310
200011,A47311
200211,A47312
200011,A47313
200011,A47315
200011,A47316
200011,A47319
200011,A47321
200011,A47323
200113,A47325
200113,A47327
200011,A47329
200011,A47331
200113,A47332
200013,A47334
200111,A47344
200011,A47354
200113,A47357
200013,A47363
200013,A47365
200013,A47366
200111,A47367
200113,A47368
200011,A47369
200011,A47373
200113,A47377
200013,A47398
200013,A47412
200011,A47413
200313,A47414
200011,A47417
200013,A47420
200011,A47422
200013,A47423
200013,A47425
200011,A47426
200111,A47427
200211,A47431
200111,A47432
200111,A47435
200011,A47436
200111,A47437
200011,A47440
200011,A47441
200011,A47442
200111,A47443
200013,A47449
200011,A47457
200413,A47460
200113,A47461
200013,A47462
200011,A47465
200013,A47470
200113,A47471
200011,A47472
200111,A47473
200011,A47474
200511,A47476
200213,A47480
200213,A47484
200013,A47489
200013,A47490
200013,A47492
200413,A47494
200011,A47495
200111,A47499
200011,A47502
200113,A47504
200011,A47506
200213,A47507
200011,A47508
200011,A47509
200013,A47510
200113,A47512
200011,A47513
200011,A47514
200011,A47515
200013,A47524
200011,A47530
200013,A47531
200311,A47532
200113,A47533
200011,A47534
200113,A47535
200011,A47537
200111,A47540
200011,A47542
200113,A47544
200113,A47545
200011,A47546
200011,A47548
200013,A47550
200211,A47563
200111,A47566
200013,A47567
200011,A47568
200013,A47572
200011,A47574
200013,A47575
200011,A47580
200013,A47582
200111,A47583
200211,A47586
200011,A47587
200011,A47588
200111,A47590
200011,A47591
200113,A47592
200011,A47594
200011,A47595
200011,A47598
200013,A47602
200113,A47605
200111,A47607
200011,A47608
200013,A47610
200113,A47613
200113,A47617
200011,A47618
200013,A47621
200013,A47622
200013,A47624
200411,A47628
200511,A47629
200013,A47630
200111,A47631
200013,A47634
200013,A47635
200013,A47636
200011,A47639
200313,A47642
200011,A47643
200013,A47644
200011,A47646
200013,A47648
200113,A47649
200213,A47650
200013,A47651
200113,A47652
200011,A47655
200213,A47657
200013,A47659
200011,A47665
200011,A47669
200013,A47670
200011,A47673
200013,A47674
200011,A47676
200013,A47677
200011,A47682
200113,A47683
200013,A47684
200011,A47685
200111,A47688
200011,A47689
200011,A47692
200011,A47693
200211,A47696
200013,A47715
200011,A47716
200211,A47717
200111,A47720
200111,A47725
200111,A47730
200013,A47732
200011,A47735
200011,A47738
200013,A47740
200011,A47741
200113,A47743
200011,A47749
200013,A47757
200413,A47759
200111,A47761
200011,A47763
200111,A47764
200011,A47766
200113,A47767
200013,A47769
200013,A47772
200011,A47773
200113,A47774
200011,A47776
200113,A47777
200011,A47782
200113,A47786
200011,A47787
200011,A47791
200013,A47792
200013,A47794
200011,A47799
200411,A47800
200111,A47803
200011,A47804
200113,A47805
200111,A47806
200213,A47807
200011,A47809
200013,A47812
200011,A47813
200011,A47816
200013,A47817
200211,A47818
200313,A47820
200111,A47821
200011,A47822
200113,A47824
200111,A47825
200013,A47826
200013,A47827
200013,A47828
200013,A47832
200011,A47838
200113,A47843
200011,A47846
200111,A47849
200011,A47856
200113,A47857
200011,A47861
200113,A47867
200013,A47870
200011,A47877
200013,A47878
200211,A47879
200111,A47881
200111,A47882
200013,A47883
200111,A47884
200011,A47885
200013,A47891
200011,A47892
200111,A47898
200311,A47902
200011,A47903
200013,A47904
200111,A47911
200213,A47912
200111,A47913
200013,A47914
200013,A47918
200111,A47919
200013,A47921
200113,A47925
200211,A47926
200013,A47929
200111,A47930
200013,A47931
200111,A47933
200111,A47934
200011,A47937
200011,A47938
200013,A47939
200011,A47942
200013,A47945
200013,A47947
200011,A47949
200113,A47950
200011,A47954
200113,A47955
200111,A47958
200113,A47960
200013,A47961
200113,A47962
200011,A47964
200013,A47966
200111,A47967
200113,A47969
200313,A47970
200013,A47972
200011,A47978
200211,A47980
200013,A47985
200111,A47987
200111,A47989
200111,A47990
200111,A47992
200011,A47994
200211,A48001
200113,A48004
200113,A48008
200111,A48011
200113,A48012
200211,A48013
200111,A48014
200111,A48015
200213,A48016
200113,A48020
200013,A48021
200013,A48024
200113,A48026
200013,A48027
200113,A48030
200013,A48033
200013,A48035
200013,A48036
200113,A48037
200013,A48039
200013,A48040
200013,A48041
200211,A48042
200113,A48044
200013,A48045
200111,A48047
200013,A48049
200113,A48055
200111,A48061
200111,A48062
200013,A48064
200111,A48066
200013,A48067
200011,A48069
200113,A48070
200013,A48071
200311,A48072
200013,A48073
200011,A48074
200013,A48078
200013,A48079
200111,A48080
200011,A48082
200111,A48086
200111,A48088
200513,A48089
200011,A48090
200013,A48096
200111,A48097
200113,A48099
200111,A48100
200211,A48101
200111,A48102
200013,A48105
200113,A48114
200211,A48115
200111,A48118
200213,A48120
200211,A48121
200111,A48124
200013,A48125
200111,A48128
200113,A48129
200111,A48137
200013,A48138
200111,A48140
200111,A48141
200013,A48143
200011,A48145
200013,A48147
200013,A48148
200011,A48151
200013,A48154
200111,A48155
200011,A48156
200111,A48158
200113,A48160
200013,A48162
200111,A48163
200113,A48167
200013,A48168
200013,A48171
200013,A48172
200113,A48173
200013,A48175
200111,A48176
200011,A48189
200111,A48191
200113,A48220
200213,A48221
200011,A48222
200211,A48224
200313,A48226
200313,A48228
200313,A48229
200313,A48230
200313,A48231
200113,A48234
200113,A48236
200011,A48238
200113,A48239
200111,A48241
200111,A48242
200111,A48243
200211,A48245
200013,A48246
200113,A48248
200211,A48249
200111,A48251
200111,A48252
200013,A48256
200113,A48257
200013,A48258
200013,A48259
200111,A48260
200011,A48263
200113,A48265
200013,A48267
200111,A48269
200011,A48270
200211,A48273
200111,A48274
200111,A48278
200111,A48279
200111,A48284
200113,A48285
200111,A48286
200111,A48290
200013,A48291
200111,A48293
200013,A48294
200113,A48295
200111,A48299
200213,A48300
200111,A48301
200111,A48303
200111,A48305
200013,A48307
200113,A48308
200013,A48309
200313,A48310
200113,A48313
200211,A48314
200113,A48315
200113,A48317
200113,A48318
200013,A48320
200211,A48321
200113,A48322
200111,A48323
200111,A48324
200013,A48325
200013,A48326
200111,A48327
200211,A48328
200111,A48329
200111,A48330
200111,A48331
200111,A48332
200113,A48333
200013,A48334
200111,A48335
200111,A48338
200013,A48339
200111,A48341
200013,A48342
200111,A48344
200111,A48345
200111,A48346
200111,A48349
200113,A48350
200111,A48351
200013,A48352
200111,A48353
200311,A48354
200013,A48355
200013,A48356
200013,A48357
200013,A48358
200013,A48361
200113,A48362
200013,A48363
200111,A48364
200013,A48365
200013,A48366
200213,A48367
200111,A48368
200113,A48370
200211,A48371
200113,A48372
200113,A48374
200113,A48375
200111,A48377
200113,A48381
200013,A48382
200111,A48383
200113,A48384
200111,A48387
200111,A48390
200111,A48391
200111,A48392
200111,A48393
200113,A48394
200111,A48395
200013,A48396
200213,A48397
200111,A48398
200311,A48412
200013,A48413
200111,A48414
200013,A48415
200111,A48416
200013,A48418
200011,A48419
200013,A48420
200113,A48421
200013,A48422
200111,A48424
200111,A48426
200313,A48427
200111,A48432
200511,A48433
200113,A48434
200111,A48436
200113,A48440
200011,A48441
200113,A48444
200013,A48445
200013,A48446
200013,A48447
200211,A48448
200113,A48449
200113,A48451
200111,A48453
200013,A48454
200111,A48456
200111,A48457
200013,A48458
200013,A48462
200113,A48465
200111,A48466
200013,A48467
200013,A48468
200113,A48469
200013,A48473
200113,A48474
200311,A48475
200013,A48476
200111,A48478
200013,A48479
200211,A48481
200113,A48482
200111,A48483
200111,A48486
200011,A48488
200111,A48492
200013,A48493
200013,A48497
200111,A48498
200013,A48502
200613,A48503
200013,A48506
200111,A48507
200211,A48509
200113,A48512
200111,A48514
200111,A48516
200113,A48520
200013,A48522
200013,A48534
200211,A48537
200013,A48539
200111,A48540
200111,A48542
200113,A48543
200211,A48545
200113,A48547
200013,A48549
200113,A48550
200113,A48551
200113,A48552
200213,A48554
200211,A48558
200113,A48564
200213,A48565
200113,A48568
200013,A48571
200013,A48572
200211,A48573
200111,A48575
200111,A48578
200013,A48580
200013,A48582
200113,A48584
200013,A48585
200213,A48586
200113,A48588
200211,A48590
200011,A48591
200111,A48592
200013,A48594
200013,A48595
200113,A48596
200013,A48598
200013,A48604
200013,A48606
200213,A48607
200013,A48611
200113,A48614
200111,A48616
200111,A48619
200013,A48624
200111,A48627
200111,A48630
200111,A48631
200111,A48632
200211,A48633
200111,A48634
200013,A48636
200013,A48638
200113,A48639
200113,A48641
200113,A48642
200111,A48644
200013,A48647
200013,A48648
200111,A48649
200011,A48651
200211,A48652
