idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A71270,Tampico,Tamaulipas,México
A69666,Ciudad Madero,Tamaulipas,México
A70668,Tampico,Tamaulipas,México
A91680,Tampico,Tamaulipas,México
A90468,Tampico,Tamaulipas,México
A75454,Tampico,Tamaulipas,México
A41987,Tampico,Tamaulipas,México
A18621,Tampico,Tamaulipas,México
A25423,Ciudad Madero,Tamaulipas,México
A20433,Tampico,Tamaulipas,México
A89558,Tampico,Tamaulipas,México
A80855,Tampico,Tamaulipas,México
A70457,Tampico,Tamaulipas,México
A42289,Tampico,Tamaulipas,México
A41297,Tampico,Tamaulipas,México
A17149,Ciudad Madero,Tamaulipas,México
A32634,Ciudad Madero,Tamaulipas,México
A52734,Monterrey,Nuevo León,México
A66721,Ciudad Madero,Tamaulipas,México
A88422,Altamira,Tamaulipas,México
A39735,Ciudad Madero,Tamaulipas,México
A77276,Tampico,Tamaulipas,México
A92784,Altamira,Tamaulipas,México
A47039,Altamira,Tamaulipas,México
A56801,Coatzintla,Veracruz,México
A34574,Ciudad Madero,Tamaulipas,México
A94273,Cerro Azul,Veracruz,México
A90077,Tampico,Tamaulipas,México
A14936,Pánuco,Veracruz,México
A32972,Ciudad Madero,Tamaulipas,México
A80214,Tampico,Tamaulipas,México
A25965,Río Bravo,Tamaulipas,México
A82578,Ciudad Madero,Tamaulipas,México
A93281,Tampico,Tamaulipas,México
A70196,Tampico,Tamaulipas,México
A70419,Tampico,Tamaulipas,México
A40811,Ozuluama de Mascareñas,Veracruz,México
A90996,Tampico,Tamaulipas,México
A45100,Ciudad Mante,Tamaulipas,México
A43253,Tampico,Tamaulipas,México
A36952,Tuxpan de Rodríguez Cano,Veracruz,México
A31404,Ciudad del Carmen,Campeche,México
A23880,Tamuin,San Luis Potosí,México
A52169,Tampico,Tamaulipas,México
A53911,Ramos Arizpe,Coahuila,México
A49362,Tampico,Tamaulipas,México
A79826,Ciudad Madero,Tamaulipas,México
A84316,Ciudad Madero,Tamaulipas,México
A84818,Tampico,Tamaulipas,México
A27807,Ciudad Madero,Tamaulipas,México
A18908,Tampico,Tamaulipas,México
A55859,Tampico,Tamaulipas,México
A70538,Tampico,Tamaulipas,México
A71827,Ciudad Mante,Tamaulipas,México
A90638,Ciudad Madero,Tamaulipas,México
A40438,Naranjos,Veracruz,México
A25615,Ciudad Madero,Tamaulipas,México
A59594,Tantoyuca,Veracruz,México
A61452,Poza Rica,Veracruz,México
A38506,Tampico,Tamaulipas,México
A65248,Tampico,Tamaulipas,México
A65043,Tampico,Tamaulipas,México
A64457,Poza Rica,Veracruz,México
A72858,Ciudad Valles,San Luis Potosí,México
A80052,Ciudad Madero,Tamaulipas,México
A78707,Tampico,Tamaulipas,México
A22421,Tampico,Tamaulipas,México
A27314,Tampico,Tamaulipas,México
A52210,Tuxpan de Rodríguez Cano,Veracruz,México
A55831,Tamuin,San Luis Potosí,México
A17111,Villa Xicohtencatl,Tamaulipas,México
A59931,Poza Rica,Veracruz,México
A61640,Tampico,Tamaulipas,México
A82114,Tampico,Tamaulipas,México
A63205,Tampico,Tamaulipas,México
A44074,Alamo,Veracruz,México
A83690,El Higo,Veracruz,México
A72818,Boulogne-Billancourt,Ile-de-France,Francia
A50214,Cadereyta Jiménez,Nuevo León,México
A24131,Tampico,Tamaulipas,México
A86327,Monterrey,Nuevo León,México
A86940,Tampico,Tamaulipas,México
A64534,Ebano,San Luis Potosí,México
A70101,Tampico,Tamaulipas,México
A71966,Ciudad Madero,Tamaulipas,México
A90901,Poza Rica,Veracruz,México
A40009,Ciudad Valles,San Luis Potosí,México
A77653,Ciudad Madero,Tamaulipas,México
A35204,Tampico,Tamaulipas,México
A83435,Ciudad Madero,Tamaulipas,México
A93213,Tampico,Tamaulipas,México
A37164,Monterrey,Nuevo León,México
A81000,Papantla,Veracruz,México
A33397,Poza Rica,Veracruz,México
A43872,Poza Rica,Veracruz,México
A33978,Ciudad Madero,Tamaulipas,México
A29716,Ciudad Victoria,Tamaulipas,México
A94988,Tampico,Tamaulipas,México
A42391,Tampico,Tamaulipas,México
A31539,Tampico,Tamaulipas,México
A51021,Poza Rica,Veracruz,México
A48245,Ciudad Madero,Tamaulipas,México
A43940,Tampico,Tamaulipas,México
A34327,Ciudad Madero,Tamaulipas,México
A41587,Tampico,Tamaulipas,México
A88796,Tampico,Tamaulipas,México
A49493,Tampico,Tamaulipas,México
A86289,Tampico,Tamaulipas,México
A63940,Tampico,Tamaulipas,México
A79593,Ciudad Madero,Tamaulipas,México
A69377,Tampico,Tamaulipas,México
A39790,Ciudad Madero,Tamaulipas,México
A72627,Tampico,Tamaulipas,México
A89365,Tampico,Tamaulipas,México
A92427,Ciudad Madero,Tamaulipas,México
A42435,Tampico,Tamaulipas,México
A32689,Tampico,Tamaulipas,México
A18767,Tampico,Tamaulipas,México
A20119,Ciudad Madero,Tamaulipas,México
A55930,Altamira,Tamaulipas,México
A47274,Ciudad Madero,Tamaulipas,México
A92635,Tampico,Tamaulipas,México
A59638,Tampico,Tamaulipas,México
A35136,Ciudad Madero,Tamaulipas,México
A80579,Tampico,Tamaulipas,México
A44158,Tampico,Tamaulipas,México
A72535,Ciudad Madero,Tamaulipas,México
A85069,Tampico,Tamaulipas,México
A32975,Tempoal de Sánchez,Veracruz,México
A50499,Tampico,Tamaulipas,México
A58778,Tampico,Tamaulipas,México
A15188,Tampico,Tamaulipas,México
A88579,Ciudad Madero,Tamaulipas,México
A59646,Tampico,Tamaulipas,México
A15668,Tampico,Tamaulipas,México
A38678,Ciudad Valles,San Luis Potosí,México
A90312,Ciudad Mante,Tamaulipas,México
A40322,Ciudad Madero,Tamaulipas,México
A79141,Tampico,Tamaulipas,México
A18836,Ciudad Madero,Tamaulipas,México
A60806,Tampico,Tamaulipas,México
A63124,Tampico,Tamaulipas,México
A34913,Ciudad Madero,Tamaulipas,México
A68234,Tampico,Tamaulipas,México
A42997,Monterrey,Nuevo León,México
A29002,Francisco I. Madero,Tamaulipas,México
A72448,Tampico,Tamaulipas,México
A73744,Tampico,Tamaulipas,México
A90266,Tampico,Tamaulipas,México
A74792,Tampico,Tamaulipas,México
A77226,Tampico,Tamaulipas,México
A30455,Tampico,Tamaulipas,México
A16718,Tampico,Tamaulipas,México
A88105,Tampico,Tamaulipas,México
A15695,Tampico,Tamaulipas,México
A55321,San Pedro Garza García,Nuevo León,México
A55638,Tampico,Tamaulipas,México
A52814,Tampico,Tamaulipas,México
A58123,Tampico,Tamaulipas,México
A82631,Tampico,Tamaulipas,México
A20697,Tampico,Tamaulipas,México
A91773,Tampico,Tamaulipas,México
A88211,Ciudad Madero,Tamaulipas,México
A38521,Tampico,Tamaulipas,México
A72739,Tampico,Tamaulipas,México
A77275,San Pedro Garza García,Nuevo León,México
A52003,Tampico,Tamaulipas,México
A81419,Tampico,Tamaulipas,México
A60584,Tampico,Tamaulipas,México
A91444,Tampico,Tamaulipas,México
A88265,Tampico,Tamaulipas,México
A87857,Tampico,Tamaulipas,México
A38860,Tampico,Tamaulipas,México
A44306,Tampico,Tamaulipas,México
A42369,San Nicolás de los Garza,Nuevo León,México
A29416,Tampico,Tamaulipas,México
A47980,Altamira,Tamaulipas,México
A43833,Castillo de Teayo,Veracruz,México
A43972,Tampico,Tamaulipas,México
A43995,Tampico,Tamaulipas,México
A83698,Ciudad Madero,Tamaulipas,México
A72961,Tampico,Tamaulipas,México
A74916,San Pedro Garza García,Nuevo León,México
A32449,Monterrey,Nuevo León,México
A88641,Monterrey,Nuevo León,México
A33763,Tampico,Tamaulipas,México
A83166,Ciudad Madero,Tamaulipas,México
A35399,Tampico,Tamaulipas,México
A93449,Ciudad Madero,Tamaulipas,México
A25598,Coyoacán,Distrito Federal,México
A27095,Ciudad Madero,Tamaulipas,México
A43403,Ciudad Madero,Tamaulipas,México
A60132,Tampico,Tamaulipas,México
A17194,Ciudad Madero,Tamaulipas,México
A73503,Tampico,Tamaulipas,México
A20959,Altamira,Tamaulipas,México
A43787,Altamira,Tamaulipas,México
A27961,Ciudad Madero,Tamaulipas,México
A25489,Ciudad Madero,Tamaulipas,México
A20385,Ciudad Madero,Tamaulipas,México
A81447,Tampico,Tamaulipas,México
A59949,Tampico,Tamaulipas,México
A24409,Tampico,Tamaulipas,México
A87953,Arauz Quintín,Tabasco,México
A39051,Tampico,Tamaulipas,México
A70313,Ciudad Madero,Tamaulipas,México
A40712,Tampico,Tamaulipas,México
A28672,Tampico,Tamaulipas,México
A51103,Ciudad Madero,Tamaulipas,México
A50680,Tampico,Tamaulipas,México
A21739,Tuxpan de Rodríguez Cano,Veracruz,México
A89528,Poza Rica,Veracruz,México
A83819,Querétaro,Querétaro,México
A80085,Tampico,Tamaulipas,México
A74913,Ciudad Madero,Tamaulipas,México
A43591,Tampico,Tamaulipas,México
A31503,Poza Rica,Veracruz,México
A69114,Tampico,Tamaulipas,México
A7994,Tamuin,San Luis Potosí,México
A36548,Ciudad Madero,Tamaulipas,México
A56948,Tampico,Tamaulipas,México
A67764,Tampico,Tamaulipas,México
A67961,Ejido Xicohtencatl,Tamaulipas,México
A40660,Monterrey,Nuevo León,México
A28197,Tampico,Tamaulipas,México
A38089,Tampico,Tamaulipas,México
A87985,Tampico,Tamaulipas,México
A36809,Tampico,Tamaulipas,México
A37379,Tampico,Tamaulipas,México
A58027,Ciudad Valles,San Luis Potosí,México
A88123,Villahermosa,Tabasco,México
A85261,Poza Rica,Veracruz,México
A22927,Tampico,Tamaulipas,México
A76609,Tampico,Tamaulipas,México
A44463,Ciudad Madero,Tamaulipas,México
A32800,Ciudad Madero,Tamaulipas,México
A41212,Tampico,Tamaulipas,México
A86367,Tampico,Tamaulipas,México
A89551,Ciudad Mante,Tamaulipas,México
A24712,Poza Rica,Veracruz,México
A84662,San Pedro Garza García,Nuevo León,México
A74563,Tampico,Tamaulipas,México
A94663,Chicontepec de Tejeda,Veracruz,México
A44339,Tampico,Tamaulipas,México
A43793,Alamo,Veracruz,México
A51295,Tampico,Tamaulipas,México
A21019,Ciudad Madero,Tamaulipas,México
A20024,Tampico,Tamaulipas,México
A84133,Tampico,Tamaulipas,México
A21214,Altamira,Tamaulipas,México
A30665,Tamuin,San Luis Potosí,México
A19763,Altamira,Tamaulipas,México
A61208,Jalapa,Veracruz,México
A39887,Ciudad Madero,Tamaulipas,México
A26756,Monterrey,Nuevo León,México
A90265,Tampico,Tamaulipas,México
A92046,Ciudad Madero,Tamaulipas,México
A75515,Ciudad Mante,Tamaulipas,México
A75571,Tampico,Tamaulipas,México
A43804,Ciudad Madero,Tamaulipas,México
A79700,Benito Juárez,Distrito Federal,México
A79905,Ciudad Victoria,Tamaulipas,México
A92958,Altamira,Tamaulipas,México
A21628,Springdale,Arkansas,Estados Unidos de América
A42538,Ciudad Valles,San Luis Potosí,México
A63908,Tampico,Tamaulipas,México
A38829,Tampico,Tamaulipas,México
A17510,Ciudad Madero,Tamaulipas,México
A32325,Ciudad Madero,Tamaulipas,México
A22234,Ciudad Madero,Tamaulipas,México
A57310,Ciudad Madero,Tamaulipas,México
A87353,Tampico,Tamaulipas,México
A27554,Ciudad Madero,Tamaulipas,México
A55486,Ciudad Madero,Tamaulipas,México
A53875,Huejutla de Reyes,Hidalgo,México
A18270,Tantoyuca,Veracruz,México
A61314,Ciudad Madero,Tamaulipas,México
A69441,Ciudad Madero,Tamaulipas,México
A19041,Monterrey,Nuevo León,México
A91290,Tampico,Tamaulipas,México
A85388,Tampico,Tamaulipas,México
A88632,Ciudad Madero,Tamaulipas,México
A89980,Tampico,Tamaulipas,México
A39815,Tampico,Tamaulipas,México
A75477,Tampico,Tamaulipas,México
A36354,Tampico,Tamaulipas,México
A25419,Tampico,Tamaulipas,México
A86255,Tampico,Tamaulipas,México
A61457,Tampico,Tamaulipas,México
A65194,Tampico,Tamaulipas,México
A60137,Poza Rica,Veracruz,México
A73956,Tampico,Tamaulipas,México
A36616,Ciudad Madero,Tamaulipas,México
A87430,Ciudad Madero,Tamaulipas,México
A66838,Tampico,Tamaulipas,México
A67806,Tampico,Tamaulipas,México
A80974,Tampico,Tamaulipas,México
A39579,Ciudad Madero,Tamaulipas,México
A44864,Ciudad Madero,Tamaulipas,México
A52605,Tampico,Tamaulipas,México
A81747,Tantoyuca,Veracruz,México
A21798,Ciudad Madero,Tamaulipas,México
A36589,Ciudad Madero,Tamaulipas,México
A33107,Tampico,Tamaulipas,México
A65039,Ciudad Mante,Tamaulipas,México
A39058,Ciudad Mante,Tamaulipas,México
A44930,Ciudad Madero,Tamaulipas,México
A43438,Tampico,Tamaulipas,México
A28679,Tampico,Tamaulipas,México
A20112,Tampico,Tamaulipas,México
A53333,Ciudad Madero,Tamaulipas,México
A50673,Ciudad Madero,Tamaulipas,México
A68560,Tampico,Tamaulipas,México
A84213,Ciudad Madero,Tamaulipas,México
A73538,Ciudad Mante,Tamaulipas,México
A93638,Monterrey,Nuevo León,México
A95088,Tampico,Tamaulipas,México
A92768,Tampico,Tamaulipas,México
A86597,Tampico,Tamaulipas,México
A33163,Tampico,Tamaulipas,México
A65085,Tampico,Tamaulipas,México
A90023,Tampico,Tamaulipas,México
A38837,Tampico,Tamaulipas,México
A85072,Tampico,Tamaulipas,México
A16299,Tampico,Tamaulipas,México
A59292,Tampico,Tamaulipas,México
A38503,Tampico,Tamaulipas,México
A21251,Tampico,Tamaulipas,México
A74845,Tampico,Tamaulipas,México
A86715,Tampico,Tamaulipas,México
A49976,Tampico,Tamaulipas,México
A35155,Tampico,Tamaulipas,México
A78997,Tuxpan de Rodríguez Cano,Veracruz,México
A32824,Ciudad Mante,Tamaulipas,México
A33207,Ciudad Madero,Tamaulipas,México
A32528,Tampico,Tamaulipas,México
A86730,Tampico,Tamaulipas,México
A34468,Tampico,Tamaulipas,México
A79858,Ciudad Valles,San Luis Potosí,México
A53175,Tampico,Tamaulipas,México
A20598,Tampico,Tamaulipas,México
A81698,Tampico,Tamaulipas,México
A60224,Tampico,Tamaulipas,México
A15470,Tampico,Tamaulipas,México
A84107,Tampico,Tamaulipas,México
A36090,Altamira,Tamaulipas,México
A82571,Boca del Río,Veracruz,México
A91434,Poza Rica,Veracruz,México
A72477,Tamazunchale,San Luis Potosí,México
A77225,Villa Aldama,Tamaulipas,México
A44881,Ciudad del Carmen,Campeche,México
A31290,Ciudad Madero,Tamaulipas,México
A28448,Ciudad Madero,Tamaulipas,México
A86316,Tampico,Tamaulipas,México
A59765,Tamuin,San Luis Potosí,México
A39702,Ciudad Madero,Tamaulipas,México
A86818,Tampico,Tamaulipas,México
A39665,Tampico,Tamaulipas,México
A29300,Tampico,Tamaulipas,México
A18102,Ciudad Madero,Tamaulipas,México
A80227,La Misión,Tamaulipas,México
A59284,Tampico,Tamaulipas,México
A56141,Reynosa,Tamaulipas,México
A61591,Querétaro,Querétaro,México
A38597,Tamuin,San Luis Potosí,México
A29504,Cuajimalpa de Morelos,Distrito Federal,México
A29566,Tampico,Tamaulipas,México
A93442,Tampico,Tamaulipas,México
A15939,Gutiérrez Zamora,Veracruz,México
A65632,Ciudad Madero,Tamaulipas,México
A79755,Tampico,Tamaulipas,México
A24970,Tampico,Tamaulipas,México
A37269,Tampico,Tamaulipas,México
A28270,Tampico,Tamaulipas,México
A53090,Tampico,Tamaulipas,México
A33638,Poza Rica,Veracruz,México
A43332,Ciudad Mante,Tamaulipas,México
A59438,Ciudad Madero,Tamaulipas,México
A18268,Ciudad Madero,Tamaulipas,México
A34702,Poza Rica,Veracruz,México
A83539,Ciudad Madero,Tamaulipas,México
A22337,San Nicolás de los Garza,Nuevo León,México
A80453,Ciudad Mante,Tamaulipas,México
A16519,Ciudad Mante,Tamaulipas,México
A60176,Monterrey,Nuevo León,México
A26502,Tampico,Tamaulipas,México
A92106,Ciudad Valles,San Luis Potosí,México
A29385,Tampico,Tamaulipas,México
A54582,Ciudad Madero,Tamaulipas,México
A26068,Ciudad Madero,Tamaulipas,México
A15212,Ciudad Madero,Tamaulipas,México
A89521,Ciudad Madero,Tamaulipas,México
A39501,Tamuin,San Luis Potosí,México
A42042,Tampico,Tamaulipas,México
A55517,Tuxpan de Rodríguez Cano,Veracruz,México
A51945,Tempoal de Sánchez,Veracruz,México
A38312,Tampico,Tamaulipas,México
A24546,Villa González,Tamaulipas,México
A90126,Tampico,Tamaulipas,México
A84394,Iztacalco,Distrito Federal,México
A60802,Tampico,Tamaulipas,México
A15451,Tampico,Tamaulipas,México
A45387,Tuxpan de Rodríguez Cano,Veracruz,México
A41055,Naranjos,Veracruz,México
A43192,Ciudad Madero,Tamaulipas,México
A44519,Ciudad Madero,Tamaulipas,México
A34809,El Higo,Veracruz,México
A67143,Tuxpan de Rodríguez Cano,Veracruz,México
A19053,Reynosa,Tamaulipas,México
A77374,Reynosa,Tamaulipas,México
A88575,Ciudad Madero,Tamaulipas,México
A26012,Poza Rica,Veracruz,México
A82429,Alamo,Veracruz,México
A76232,Ciudad Madero,Tamaulipas,México
A79507,Poza Rica,Veracruz,México
A49407,Ciudad Mante,Tamaulipas,México
A15173,Alamo,Veracruz,México
A79308,Tampico,Tamaulipas,México
A86414,Tampico,Tamaulipas,México
A69217,Tampico,Tamaulipas,México
A68046,Tampico,Tamaulipas,México
A70971,Tampico,Tamaulipas,México
A41390,Tampico,Tamaulipas,México
A40379,San Pedro Garza García,Nuevo León,México
A46548,Tampico,Tamaulipas,México
A59374,Villahermosa,Tabasco,México
A62666,Poza Rica,Veracruz,México
A91415,Poza Rica,Veracruz,México
A38749,Tampico,Tamaulipas,México
A69669,Tampico,Tamaulipas,México
A58262,Tampico,Tamaulipas,México
A22594,Tampico,Tamaulipas,México
A24560,Tampico,Tamaulipas,México
A37470,Monterrey,Nuevo León,México
A80337,Tampico,Tamaulipas,México
A16417,Tampico,Tamaulipas,México
A86660,Tampico,Tamaulipas,México
A20938,Ciudad Madero,Tamaulipas,México
A22733,Tampico,Tamaulipas,México
A82457,Ciudad Madero,Tamaulipas,México
A66614,Tampico,Tamaulipas,México
A89647,Tampico,Tamaulipas,México
A74121,Tampico,Tamaulipas,México
A94921,Tampico,Tamaulipas,México
A13473,Tampico,Tamaulipas,México
A42621,Tampico,Tamaulipas,México
A21483,Tampico,Tamaulipas,México
A23735,Tampico,Tamaulipas,México
A29934,Tampico,Tamaulipas,México
A72856,Tampico,Tamaulipas,México
A94720,Tampico,Tamaulipas,México
A42832,Tampico,Tamaulipas,México
A79463,Ciudad Madero,Tamaulipas,México
A57965,Ciudad Madero,Tamaulipas,México
A72816,Tampico,Tamaulipas,México
A16106,Ciudad Adolfo López Mateos,Estado de México,México
A17004,Ciudad Madero,Tamaulipas,México
A58934,Tampico,Tamaulipas,México
A29363,Tampico,Tamaulipas,México
A34292,Tampico,Tamaulipas,México
A18407,Tampico,Tamaulipas,México
A77190,Ciudad Madero,Tamaulipas,México
A67404,Tampico,Tamaulipas,México
A91818,Tampico,Tamaulipas,México
A67285,Tampico,Tamaulipas,México
A85753,Tampico,Tamaulipas,México
A75912,Tampico,Tamaulipas,México
A88292,Tampico,Tamaulipas,México
A15351,Ciudad Madero,Tamaulipas,México
A65521,Tampico,Tamaulipas,México
A69170,Ciudad Madero,Tamaulipas,México
A70780,Tampico,Tamaulipas,México
A69675,Tantoyuca,Veracruz,México
A39295,Tampico,Tamaulipas,México
A31555,Tampico,Tamaulipas,México
A31857,Ciudad Madero,Tamaulipas,México
A53892,Ciudad Madero,Tamaulipas,México
A60642,Tamuin,San Luis Potosí,México
A20342,Tampico,Tamaulipas,México
A36935,Ciudad Madero,Tamaulipas,México
A30844,Tampico,Tamaulipas,México
A54567,Ciudad Mante,Tamaulipas,México
A86071,San Nicolás de los Garza,Nuevo León,México
A64631,Ciudad Mante,Tamaulipas,México
A86131,Ciudad Mante,Tamaulipas,México
A78378,Pánuco,Veracruz,México
A13683,Tampico,Tamaulipas,México
A23985,Ciudad Madero,Tamaulipas,México
A28541,Tampico,Tamaulipas,México
A63381,Tampico,Tamaulipas,México
A79828,Ciudad Madero,Tamaulipas,México
A86801,Ciudad Madero,Tamaulipas,México
A66827,Tantoyuca,Veracruz,México
A87183,Tampico,Tamaulipas,México
A89961,Tampico,Tamaulipas,México
A31617,Tampico,Tamaulipas,México
A51717,Pánuco,Veracruz,México
A40800,Poza Rica,Veracruz,México
A76844,Ciudad Madero,Tamaulipas,México
A77096,Ciudad Madero,Tamaulipas,México
A41110,Monterrey,Nuevo León,México
A50510,Ciudad Madero,Tamaulipas,México
A81313,Ciudad Madero,Tamaulipas,México
A45317,Tampico,Tamaulipas,México
A33863,Ciudad Madero,Tamaulipas,México
A62315,Poza Rica,Veracruz,México
A62933,Tampico,Tamaulipas,México
A41747,Tampico,Tamaulipas,México
A77324,Poza Rica,Veracruz,México
A78931,Ciudad Madero,Tamaulipas,México
A27694,Naranjos,Veracruz,México
A65750,Ciudad Victoria,Tamaulipas,México
A70183,Oaxaca,Oaxaca,México
A78304,Ciudad Madero,Tamaulipas,México
A90983,San Nicolás de los Garza,Nuevo León,México
A27710,Ciudad Madero,Tamaulipas,México
A81035,Huejutla de Reyes,Hidalgo,México
A86541,Tampico,Tamaulipas,México
A92090,Ciudad Madero,Tamaulipas,México
A92097,Ciudad Madero,Tamaulipas,México
A71368,Naranjos,Veracruz,México
A77670,Guadalupe,Nuevo León,México
A89844,Poza Rica,Veracruz,México
A43559,San Pedro Garza García,Nuevo León,México
A79505,Tampico,Tamaulipas,México
A44531,Ciudad Madero,Tamaulipas,México
A68071,Ciudad Mante,Tamaulipas,México
A35645,Tampico,Tamaulipas,México
A62333,Ciudad Mante,Tamaulipas,México
A75318,Villahermosa,Tabasco,México
A76860,Tampico,Tamaulipas,México
A18120,Loma Alta,Tamaulipas,México
A80685,Tampico,Tamaulipas,México
A79991,Poza Rica,Veracruz,México
A65924,Tuxpan de Rodríguez Cano,Veracruz,México
A70289,Ciudad Mante,Tamaulipas,México
A88808,Tampico,Tamaulipas,México
A31664,Tampico,Tamaulipas,México
A32841,Tampico,Tamaulipas,México
A36091,Ciudad Mante,Tamaulipas,México
A28569,Ciudad Mante,Tamaulipas,México
A16656,Ciudad Mante,Tamaulipas,México
A19752,Tempoal de Sánchez,Veracruz,México
A91683,Tampico,Tamaulipas,México
A93499,Ciudad Mante,Tamaulipas,México
A73699,Tampico,Tamaulipas,México
A75131,Tampico,Tamaulipas,México
A51764,Tuxtla Gutiérrez,Chiapas,México
A51088,Tampico,Tamaulipas,México
A81182,Altamira,Tamaulipas,México
A24868,Tampico,Tamaulipas,México
A41483,Tampico,Tamaulipas,México
A82244,Tampico,Tamaulipas,México
A36972,Tampico,Tamaulipas,México
A29433,Tampico,Tamaulipas,México
A54969,Tampico,Tamaulipas,México
A48073,Altamira,Tamaulipas,México
A80159,Tampico,Tamaulipas,México
A61426,Tampico,Tamaulipas,México
A25833,Tampico,Tamaulipas,México
A76272,Tampico,Tamaulipas,México
A42132,Tampico,Tamaulipas,México
A33272,Ciudad Madero,Tamaulipas,México
A83059,Tampico,Tamaulipas,México
A46885,Ciudad Madero,Tamaulipas,México
A80213,Tampico,Tamaulipas,México
A32400,Tampico,Tamaulipas,México
A43245,Ciudad Madero,Tamaulipas,México
A80892,Ciudad Madero,Tamaulipas,México
A15194,Tampico,Tamaulipas,México
A83909,Tampico,Tamaulipas,México
A67695,Tampico,Tamaulipas,México
A32997,Tampico,Tamaulipas,México
A76297,Tampico,Tamaulipas,México
A81136,Tantoyuca,Veracruz,México
A52628,Tampico,Tamaulipas,México
A53588,Tampico,Tamaulipas,México
A80256,Tampico,Tamaulipas,México
A58271,Tampico,Tamaulipas,México
A61750,Tampico,Tamaulipas,México
A37354,Tampico,Tamaulipas,México
A34229,Tampico,Tamaulipas,México
A70454,Tampico,Tamaulipas,México
A92356,Tampico,Tamaulipas,México
A87255,Altamira,Tamaulipas,México
A43456,Tampico,Tamaulipas,México
A33235,Tampico,Tamaulipas,México
A53410,Tempoal de Sánchez,Veracruz,México
A53830,Tampico,Tamaulipas,México
A57967,Ciudad Madero,Tamaulipas,México
A37863,Monterrey,Nuevo León,México
A89009,Ciudad Madero,Tamaulipas,México
A26675,Tampico,Tamaulipas,México
A93656,Tampico,Tamaulipas,México
A52679,Tampico,Tamaulipas,México
A55827,Ciudad Madero,Tamaulipas,México
A82007,Ciudad Madero,Tamaulipas,México
A88450,Ciudad Madero,Tamaulipas,México
A83746,Tampico,Tamaulipas,México
A80120,Tampico,Tamaulipas,México
A22312,Ciudad Madero,Tamaulipas,México
A19722,Villa Xicohtencatl,Tamaulipas,México
A51546,Ciudad Madero,Tamaulipas,México
A53546,Monterrey,Nuevo León,México
A58646,Ciudad Mante,Tamaulipas,México
A59086,Tampico,Tamaulipas,México
A43929,Alamo,Veracruz,México
A24235,Tampico,Tamaulipas,México
A61392,Tampico,Tamaulipas,México
A91314,Tampico,Tamaulipas,México
A87190,Tampico,Tamaulipas,México
A15127,Guadalupe,Nuevo León,México
A37016,Ciudad Madero,Tamaulipas,México
A57815,Ciudad Madero,Tamaulipas,México
A65526,Altamira,Tamaulipas,México
A36643,Tampico,Tamaulipas,México
A84658,Tantoyuca,Veracruz,México
A72493,Tampico,Tamaulipas,México
A85254,Tampico,Tamaulipas,México
A36975,Tampico,Tamaulipas,México
A24330,Tampico,Tamaulipas,México
A20837,Ciudad Madero,Tamaulipas,México
A49656,Tampico,Tamaulipas,México
A24715,Tuxpan de Rodríguez Cano,Veracruz,México
A79741,Tampico,Tamaulipas,México
A16281,Tampico,Tamaulipas,México
A47884,Tampico,Tamaulipas,México
A80372,Ciudad Madero,Tamaulipas,México
A26489,Ciudad Madero,Tamaulipas,México
A34781,Ciudad Madero,Tamaulipas,México
A83873,Ciudad Madero,Tamaulipas,México
A18009,Ciudad Mante,Tamaulipas,México
A20980,Ciudad Mante,Tamaulipas,México
A48246,Poza Rica,Veracruz,México
A38199,Tampico,Tamaulipas,México
A38441,Naranjos,Veracruz,México
A93346,Tampico,Tamaulipas,México
A92402,Monterrey,Nuevo León,México
A72426,Ciudad Madero,Tamaulipas,México
A72602,Ciudad Madero,Tamaulipas,México
A28596,Tampico,Tamaulipas,México
A24193,Tampico,Tamaulipas,México
A33502,Ciudad Madero,Tamaulipas,México
A16843,Altamira,Tamaulipas,México
A21962,Ciudad Madero,Tamaulipas,México
A32098,Monterrey,Nuevo León,México
A37634,Tampico,Tamaulipas,México
A57734,Ciudad Madero,Tamaulipas,México
A69653,Tampico,Tamaulipas,México
A75567,El Higo,Veracruz,México
A28182,Monterrey,Nuevo León,México
A61506,Monterrey,Nuevo León,México
A91430,Naranjos,Veracruz,México
A86791,Tampico,Tamaulipas,México
A68286,Tampico,Tamaulipas,México
A16791,Ciudad Madero,Tamaulipas,México
A57456,Torreón,Coahuila,México
A57749,Tampico,Tamaulipas,México
A37649,Tampico,Tamaulipas,México
A26390,Minatitlán,Veracruz,México
A26594,Ciudad Valles,San Luis Potosí,México
A21752,Tampico,Tamaulipas,México
A36917,Soto la Marina,Tamaulipas,México
A53296,Ciudad Madero,Tamaulipas,México
A85887,Ciudad Madero,Tamaulipas,México
A81574,Ciudad Mante,Tamaulipas,México
A93237,Ciudad Valles,San Luis Potosí,México
A22758,Tampico,Tamaulipas,México
A77369,Tampico,Tamaulipas,México
A94037,Tampico,Tamaulipas,México
A27964,San Nicolás de los Garza,Nuevo León,México
A23974,Ciudad Adolfo López Mateos,Estado de México,México
A86136,Tampico,Tamaulipas,México
A86336,Ciudad Madero,Tamaulipas,México
A22718,Tampico,Tamaulipas,México
A58196,Tampico,Tamaulipas,México
A86838,Tampico,Tamaulipas,México
A15159,Tampico,Tamaulipas,México
A28548,Tuxpan de Rodríguez Cano,Veracruz,México
